study_name,specification_name,specification_type,variable_name,correlation,current_accuracy,std_ratio,Glass_delta,n_points,human_std
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job4_item6,0.11194485778703107,0.8408408408408409,0.42551234534584936,0.16865431622357824,999,0.03163859985841663
Privacy,centaur_empty_persona_2025-09-18,centaur_empty_persona,PPV,0.11187398732388643,0.6419444444444444,0.6332714393748244,0.5717957072694853,1200,0.028867513459481284
Obedient twins,gemini_2025-08-27,gemini,task 3 - S1,0.11179277498148121,0.7372627372627373,0.4544385310393669,0.09613549528003762,1001,0.0316069770620507
Accuracy Nudge,gemini_2025-08-27,gemini,Real5_3,0.11173958090179495,0.6594217347956132,0.8471674458953992,0.3306057218740656,1003,0.03157544889753363
infotainment news sharing,gemini_2025-08-27,gemini,Profile7,0.11172460028520356,0.7547619047619047,0.3909610508860647,0.34486929719727527,300,0.05773502691896257
Consumer Minimalism,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,Q26,0.11172283693409546,0.6499999999999999,0.774121931825994,0.2646736179546486,200,0.07071067811865475
Accuracy Nudge,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Fake8_3,0.11166403097080072,0.7034895314057826,0.6058893985908318,0.29567955521813444,1003,0.03157544889753363
hiring algorithms,gemini_2025-08-27,gemini,job1_item2,0.11128860212669801,0.6738405071738405,0.5642237289457426,0.9154746896270576,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job1_item1,0.11122472413044507,0.7415749082415749,0.27091280157133263,0.4398196517569689,999,0.03163859985841663
Accuracy Nudge,gemini_2025-08-27,gemini,Fake7_3,0.11113403309900263,0.6731804586241277,0.6492460835508517,0.5913546745654364,1003,0.03157544889753363
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job4_item3,0.11106288115755966,0.8331664998331665,0.5511691419536928,0.27827687217364955,999,0.03163859985841663
Accuracy Nudge,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Fake1_3,0.11098019366996609,0.7198404785643071,0.6167583186134855,0.12405845308336175,1003,0.03157544889753363
infotainment news sharing,full_persona_without_reasoning_2025-06-20,full_persona_without_reasoning,Profile18,0.11096361742107508,0.8085714285714285,0.44400557765173665,0.15227365135083448,300,0.05773502691896257
idea evaluation,with_reasoning_2025-08-01,with_reasoning,rating18,0.11088269671374017,0.717206132879046,0.7946930139119156,0.13716036363872414,1174,0.02918542027088895
recommendation systems,with_reasoning_2025-08-01,with_reasoning,strategization_type1_Netflix,0.11075859018503019,0.5535714285714286,0.2017574318863454,0.8962346520444106,392,0.050507627227610534
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,Q14,0.11058210537368611,0.649315982649316,0.9151716051727251,0.6438773200073413,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job3_item2,0.1104136381270172,0.7615949282615949,0.574754717569545,0.42456289842991396,999,0.03163859985841663
hiring algorithms,demographics_only_2025-07-31,demographics_only,job1_item2,0.11038709216647415,0.7749416082749416,0.3457835455432329,0.08580725920874163,999,0.03163859985841663
hiring algorithms,persona_summary_2025-08-01,persona_summary,Q14,0.11035988417046838,0.666332999666333,0.8135897662190066,0.6775629794995042,999,0.03163859985841663
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job2_item4,0.11034243978051776,0.8401735068401734,0.4169073669491846,0.2617517826773436,999,0.03163859985841663
hiring algorithms,persona_summary_2025-08-01,persona_summary,job3_item2,0.11020296838822718,0.7644310977644311,0.6053624870919357,0.2868158247170972,999,0.03163859985841663
Obedient twins,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,task 3 - S1,0.10977683242346382,0.7092907092907093,0.6468569676817622,0.31511079008456744,1001,0.0316069770620507
Consumer Minimalism,demographics_only_2025-07-31,demographics_only,Q26,0.10963143608095172,0.6541666666666666,0.7574716722186688,0.2159179514893186,200,0.07071067811865475
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job3_item6,0.10946239837598361,0.8403403403403403,0.5598346321595182,0.3051294566621623,999,0.03163859985841663
idea evaluation,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,rating9,0.10945865495086865,0.739778534923339,0.6473565248750628,0.13063751361915157,1174,0.02918542027088895
hiring algorithms,deepseek_2025-08-25,deepseek,job4_item3,0.10917279832508031,0.8154821488154822,0.6313108209034034,0.4486160484738837,999,0.03163859985841663
Accuracy Nudge,with_reasoning_2025-08-01,with_reasoning,Real1_3,0.10900959048173771,0.7108673978065803,0.6203059881980276,0.43151783017365297,1003,0.03157544889753363
infotainment news sharing,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,Profile3,0.10890845562453497,0.8066666666666666,0.41941590114809607,0.03638190428726364,300,0.05773502691896257
context effects,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,choice_target_binary,0.10880876666511254,0.5728542914171657,0.9147702151261627,0.3053760712096613,501,0.04467670516087703
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job4_item3,0.10873073391148197,0.8360026693360026,0.46699123881619165,0.41741530826047507,999,0.03163859985841663
Accuracy Nudge,GPT5_2025-08-11,GPT5,Real5_3,0.10865572494465481,0.6412761714855434,0.4412368937438173,0.6915367887401764,1003,0.03157544889753363
Accuracy Nudge,full_persona_without_reasoning_2025-06-18,full_persona_without_reasoning,Fake7_3,0.10863027783020256,0.6971086739780659,0.5551139714374248,0.4041450663607635,1003,0.03157544889753363
Accuracy Nudge,full_persona_without_reasoning_2025-06-18,full_persona_without_reasoning,Real1_3,0.10846766313914685,0.6977068793619142,0.5889689575904355,0.5376957189860975,1003,0.03157544889753363
Obedient twins,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,task 3 - S1,0.10843971941636706,0.6896436896436897,0.7585079220453829,0.4037690801761578,1001,0.0316069770620507
Digital certificates for luxury consumption,temperature_zero_2025-07-31,temperature_zero,log_WTP,0.10785280639656852,,0.27319818259168904,0.8363376800094745,600,0.040824829046386304
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job3_item2,0.10775555565257738,0.7734401067734401,0.5259636691304388,0.16227737451098923,999,0.03163859985841663
Obedient twins,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,task 3 - S3,0.10771174915944602,0.710955710955711,0.32847458059251894,0.41725883741197556,1001,0.0316069770620507
recommendation systems,full_persona_without_reasoning_2025-07-22,full_persona_without_reasoning,pref_control_Netflix,0.10743706731330546,0.49574829931972786,0.28966330001927754,2.4282283035945857,392,0.050507627227610534
idea evaluation,with_reasoning_2025-08-01,with_reasoning,rating2,0.10702087017378273,0.7221039182282794,0.7798861283940625,0.21231340739975899,1174,0.02918542027088895
Accuracy Nudge,persona_summary_2025-08-01,persona_summary,Real7_3,0.10645134164073476,0.6753738783649053,0.5450047170899927,0.29828520432034916,1003,0.03157544889753363
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job2_item1,0.1064266471555938,0.7380714047380714,0.43093728798456044,0.309880628178771,999,0.03163859985841663
Obedient twins,GPT5_2025-08-11,GPT5,task 3 - S2,0.1063291557087045,0.7267732267732268,0.5653471207213202,0.27186914630998643,1001,0.0316069770620507
idea evaluation,demographics_only_2025-07-31,demographics_only,rating20,0.10631661186651252,0.7431856899488927,0.6623796726938198,0.17327440438614222,1174,0.02918542027088895
hiring algorithms,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,job1_item4,0.10623516442711788,0.8278278278278278,0.3307107464042462,0.42728751744627747,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job2_item6,0.1062232931113312,0.8383383383383384,0.47063740800402404,0.17145299359943136,999,0.03163859985841663
Accuracy Nudge,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Fake8_3,0.10615777788634026,0.6979062811565304,0.5373368835039317,0.4223089150545945,1003,0.03157544889753363
hiring algorithms,deepseek_2025-08-25,deepseek,job1_item1,0.1060521327010934,0.7150483817150484,0.5053854372860594,0.6359482206449488,999,0.03163859985841663
quantitative intuition,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,scenario_open_QI,0.10592738127721402,0.6659108087679516,0.9100680286007851,0.15156369939979766,1323,0.02749286996141075
Accuracy Nudge,empty_persona_2025-07-22,empty_persona,Fake1_3,0.1059166001501481,0.6927218344965105,0.5390696719275352,0.4510638114671978,1003,0.03157544889753363
Digital certificates for luxury consumption,deepseek_2025-08-25,deepseek,log_WTP,0.10588355023504477,,0.38483937496001813,0.5646346856849164,600,0.040824829046386304
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job4_item6,0.10573462193730342,0.8163163163163163,0.4536756359222957,0.508467715743362,999,0.03163859985841663
Story Beliefs,centaur_empty_persona_2025-09-18,centaur_empty_persona,Achap2_val,0.1055805389307623,0.6396600534454999,0.9854639545463683,1.361328653856134,251,0.06311944030978031
Accuracy Nudge,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Fake5_3,0.1055654007646358,0.6851445663010967,0.3563656641197062,0.784429239678864,1003,0.03157544889753363
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job2_item5,0.10555094510821991,0.8541875208541875,0.4810344287588398,0.03657924285181119,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job3_item6,0.10551639538377097,0.8468468468468469,0.5078976988240926,0.2383559744563155,999,0.03163859985841663
Affective Primes,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,lack_of_control_manipulation_check,0.10511997033096357,0.8158310749774165,0.6133798820253258,0.07166804926863815,492,0.045083481733371615
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job2_item3,0.10498072242860539,0.8350016683350017,0.43275195781263065,0.3789423950654774,999,0.03163859985841663
hiring algorithms,gemini_2025-08-27,gemini,job4_item1,0.1049649478041998,0.7671004337671005,0.302765845681343,0.42970243613129394,999,0.03163859985841663
idea evaluation,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,rating20,0.10482613531287095,0.72721465076661,0.796548405511675,0.10179871257685852,1174,0.02918542027088895
Accuracy Nudge,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Fake6_3,0.10480803750697351,0.6995014955134596,0.5607049116736775,0.04202506441678368,1003,0.03157544889753363
Affective Primes,demographics_only_2025-07-31,demographics_only,lack of control,0.10468029321265782,0.8918223991267691,0.6607950138154759,0.06747946565752097,492,0.045083481733371615
hiring algorithms,demographics_only_2025-07-31,demographics_only,job3_item1,0.1046103957013012,0.718551885218552,0.6687906915224106,0.2076944817126539,999,0.03163859985841663
Accuracy Nudge,persona_summary_2025-08-01,persona_summary,Fake8_3,0.1045682465865239,0.6929212362911266,0.5699327103769408,0.4596645762063504,1003,0.03157544889753363
Junk Fees,gemini_2025-08-27,gemini,fairness_average,0.10434445200234169,0.7136111111111112,1.3642699587607705,0.7321549962742747,400,0.05
Defaults,full_persona_without_reasoning_2025-06-18,full_persona_without_reasoning,target_behavior_organ,0.10408568754239533,0.5833333333333333,0.9183092011170884,0.2572269215100942,600,0.040824829046386304
hiring algorithms,GPT5_2025-08-11,GPT5,job4_item7,0.10402665674979243,0.8028028028028028,0.6156080388908135,0.6160865384850662,999,0.03163859985841663
hiring algorithms,gemini_2025-08-27,gemini,job1_item8,0.1036964877869608,0.7797797797797797,0.5594907446707658,0.35593924921792114,999,0.03163859985841663
Defaults,temperature_zero_2025-07-31,temperature_zero,target_behavior_organ,0.10366400115981514,0.5816666666666667,0.9291169675787948,0.23353496821311176,600,0.040824829046386304
infotainment news sharing,gemini_2025-08-27,gemini,Profile3,0.10355481039471691,0.7104761904761905,0.407960489379206,0.9257173424203738,300,0.05773502691896257
Obedient twins,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,task 3 - S2,0.10351669513648497,0.713952713952714,0.33287079975927447,0.4912243327693518,1001,0.0316069770620507
context effects,gemini_2025-08-27,gemini,choice_target_binary,0.10334838145904965,0.5588822355289421,0.9963769168888328,0.028126743400889925,501,0.04467670516087703
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job2_item4,0.10334335826970803,0.8350016683350017,0.45670067966597955,0.34816342888172286,999,0.03163859985841663
idea evaluation,deepseek_2025-08-25,deepseek,rating20,0.10327725039107884,0.7238074957410563,0.8335079339038739,0.0238252306030947,1174,0.02918542027088895
recommendation systems,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,pref_control_Netflix,0.10311210646343756,0.49914965986394555,0.33205935950223636,2.4118490233005243,392,0.050507627227610534
hiring algorithms,deepseek_2025-08-25,deepseek,job4_item4,0.10278638882082285,0.8114781448114782,0.674718746083227,0.5914268106765902,999,0.03163859985841663
Accuracy Nudge,empty_persona_2025-07-22,empty_persona,Fake6_3,0.10269930780309883,0.6879361914257228,0.5696013486254108,0.1533026997739006,1003,0.03157544889753363
Accuracy Nudge,GPT5_2025-08-11,GPT5,Real8_3,0.10269122744137342,0.6765702891326022,0.4270904223966472,0.5128145917229517,1003,0.03157544889753363
Accuracy Nudge,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,Real5_3,0.10221928168914964,0.690727816550349,0.7281404886242787,0.02556842813054819,1003,0.03157544889753363
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job1_item5,0.10220036222856357,0.8301634968301635,0.4218779664352834,0.43986117153104987,999,0.03163859985841663
Defaults,gemini_2025-08-27,gemini,target_behavior_organ,0.10210689930023588,0.5783333333333334,0.9459782811237112,0.19292019113257053,600,0.040824829046386304
idea evaluation,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,rating9,0.10207765806766049,0.7238074957410563,0.7710211690534055,0.04378510071850689,1174,0.02918542027088895
Accuracy Nudge,GPT5_2025-08-11,GPT5,Fake3_3,0.10190946190557428,0.6556331006979063,0.30569896782459854,0.9194432149237046,1003,0.03157544889753363
Defaults,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,target_behavior_organ,0.10161212741561741,0.5866666666666667,0.8793357180197658,0.3316873461577529,600,0.040824829046386304
hiring algorithms,deepseek_2025-08-25,deepseek,job1_item7,0.10160451192199872,0.8033033033033034,0.569490098329104,0.40067114568349493,999,0.03163859985841663
Accuracy Nudge,with_reasoning_2025-08-01,with_reasoning,Fake7_3,0.10121961540547995,0.7082751744765703,0.5829398413543336,0.23843926450392458,1003,0.03157544889753363
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,job3_item5,0.101137657109201,0.8435101768435102,0.547689748217938,0.29651812891548546,999,0.03163859985841663
infotainment news sharing,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,Profile18,0.10110948951133916,0.8057142857142857,0.54682230267151,0.1480438277022001,300,0.05773502691896257
Consumer Minimalism,deepseek_2025-08-25,deepseek,Q35,0.10102698102882225,0.5591666666666666,1.1653244204865807,0.6621912103378252,200,0.07071067811865475
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job3_item3,0.10099943668647494,0.8388388388388388,0.6094971708007683,0.15993670394460435,999,0.03163859985841663
infotainment news sharing,full_persona_without_reasoning_2025-06-20,full_persona_without_reasoning,Profile17,0.10086400346520685,0.7923809523809524,0.6033956776101408,0.2759001798150397,300,0.05773502691896257
Accuracy Nudge,GPT5_2025-08-11,GPT5,Real3_3,0.10082405733455096,0.6669990029910269,0.5124847525998253,0.7626577001630143,1003,0.03157544889753363
hiring algorithms,with_reasoning_2025-08-01,with_reasoning,job3_item6,0.10078623443293173,0.8323323323323323,0.7133484124749788,0.1969395108096505,999,0.03163859985841663
Junk Fees,centaur_empty_persona_2025-09-18,centaur_empty_persona,percent_correct,0.10035379511318678,0.5510887772194304,1.0338591974168856,1.9652700593024062,398,0.05012547071170855
Story Beliefs,centaur_empty_persona_2025-09-18,centaur_empty_persona,Achap2_aro,0.10033318956247463,0.7123459226501176,1.068290492920365,0.908473262681749,251,0.06311944030978031
Obedient twins,full_persona_without_reasoning_2025-06-26,full_persona_without_reasoning,task 3 - S2,0.10032675117831073,0.6983016983016983,0.5459888560027919,0.5306098026573175,1001,0.0316069770620507
Junk Fees,deepseek_2025-08-25,deepseek,percent_correct,0.10009073249830772,0.5620833333333333,0.6634910940715593,2.0570293111936366,400,0.05
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job3_item7,0.09996284248440829,0.8223223223223223,0.7849441039199597,0.0008302526995462021,999,0.03163859985841663
idea generation,with_reasoning_2025-08-01,with_reasoning,DAT_perf,0.0995514851814375,,0.3089758653726391,0.9455214100152918,199,0.07088812050083358
Obedient twins,with_reasoning_2025-08-01,with_reasoning,task 3 - S1,0.09949825595332884,0.6898101898101898,0.7367008521686313,0.4032349940912687,1001,0.0316069770620507
infotainment news sharing,full_persona_without_reasoning_2025-06-20,full_persona_without_reasoning,Profile12,0.09889274360351141,0.7323809523809524,0.6383765995137145,0.38637727014418183,300,0.05773502691896257
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job1_item6,0.09870407697294017,0.8059726393059726,0.3986078766203174,0.5216806601030182,999,0.03163859985841663
hiring algorithms,demographics_only_2025-07-31,demographics_only,job2_item4,0.09857982146121637,0.8401735068401734,0.40685778801123795,0.1845685647083832,999,0.03163859985841663
hiring algorithms,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,job1_item7,0.09854818258368443,0.80663997330664,0.3293628207125108,0.4785158254162884,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job3_item3,0.09853286824381725,0.832665999332666,0.487848813947567,0.5197942878199644,999,0.03163859985841663
Obedient twins,GPT5_2025-08-11,GPT5,task 3 - S1,0.09840601616956929,0.7047952047952049,0.6772485333158875,0.3359401473952424,1001,0.0316069770620507
infotainment news sharing,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Profile3,0.0982972179274379,0.7823809523809524,0.5368833029949146,0.30520375263204474,300,0.05773502691896257
hiring algorithms,persona_summary_2025-08-01,persona_summary,job4_item4,0.09828965362841424,0.8383383383383384,0.5031687757716855,0.2749007316487964,999,0.03163859985841663
Accuracy Nudge,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Real5_3,0.09824166919273078,0.6951146560319043,0.6272172339251022,0.043406866361163206,1003,0.03157544889753363
hiring algorithms,deepseek_2025-08-25,deepseek,job4_item5,0.09823936790603457,0.8293293293293293,0.6003958421581369,0.48538388215058936,999,0.03163859985841663
Accuracy Nudge,gemini_2025-08-27,gemini,Real3_3,0.09821612466851846,0.7136590229312064,0.7448697520312084,0.3834050507171597,1003,0.03157544889753363
infotainment news sharing,gemini_2025-08-27,gemini,Profile8,0.09820709753380971,0.7095238095238096,0.430762847946925,1.0736300620626122,300,0.05773502691896257
hiring algorithms,deepseek_2025-08-25,deepseek,job2_item8,0.09801746888030131,0.7550884217550884,0.7010303314557028,0.49123693820609365,999,0.03163859985841663
Digital certificates for luxury consumption,empty_persona_2025-07-22,empty_persona,log_WTP,0.0979022242296899,,0.22725226618717043,1.230793904825068,600,0.040824829046386304
hiring algorithms,gemini_2025-08-27,gemini,job4_item7,0.09789536249805406,0.813646980313647,0.5616373878101208,0.5209802832271259,999,0.03163859985841663
Digital certificates for luxury consumption,demographics_only_2025-07-31,demographics_only,DV1,0.09767413047345358,0.9301851851851852,0.40157389605167665,0.0685115954602517,600,0.040824829046386304
Accuracy Nudge,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Fake1_3,0.09765271937864474,0.7162512462612164,0.5393158862296175,0.14059958016114332,1003,0.03157544889753363
idea generation,gemini_2025-08-27,gemini,DAT_perf,0.09755369513995045,,0.5839359398919636,0.5804630985913805,199,0.07088812050083358
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job3_item2,0.09752663956172697,0.7639305972639306,0.5608580618430602,0.30128241236730213,999,0.03163859985841663
hiring algorithms,demographics_only_2025-07-31,demographics_only,job1_item3,0.09744091148257611,0.8293293293293293,0.24943752157503274,0.07059496539581304,999,0.03163859985841663
hiring algorithms,with_reasoning_2025-08-01,with_reasoning,job3_item3,0.09736974277511108,0.8370036703370036,0.6223765393590721,0.3224255893351339,999,0.03163859985841663
hiring algorithms,persona_summary_2025-08-01,persona_summary,job3_item4,0.0970444721528733,0.82665999332666,0.6138085544677064,0.20273901975043362,999,0.03163859985841663
idea generation,random_benchmark,random_benchmark,DAT_perf,0.09702074532585334,,1.622595376602656,1.1134110951106,199,0.07088812050083358
Accuracy Nudge,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,Fake1_3,0.09697756241539887,0.6969092721834497,0.49710659249433203,0.4097109937727436,1003,0.03157544889753363
Accuracy Nudge,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Fake6_3,0.09689236839198138,0.6853439680957129,0.5785650607542833,0.5575719814170446,1003,0.03157544889753363
infotainment news sharing,empty_persona_2025-07-22,empty_persona,Profile9,0.0967034838536351,0.7142857142857143,0.2890061703423474,0.8147606373200653,300,0.05773502691896257
Accuracy Nudge,persona_summary_2025-08-01,persona_summary,Real5_3,0.09656244890806924,0.673778664007976,0.694786750373242,0.2949288454128353,1003,0.03157544889753363
idea evaluation,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,rating11,0.0964102137904262,0.7282793867120954,0.7356371924600204,0.0725984426016643,1174,0.02918542027088895
hiring algorithms,GPT5_2025-08-11,GPT5,job2_item1,0.09620363303336511,0.7003670337003671,0.8494070498578384,0.1631526982283986,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Q9,0.09620215578178686,0.7827827827827828,0.5329270584542578,0.4821796543551004,999,0.03163859985841663
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job2_item5,0.0960766837503862,0.8433433433433434,0.45675560352946887,0.4471812438633921,999,0.03163859985841663
hiring algorithms,deepseek_2025-08-25,deepseek,job2_item1,0.0960734062588987,0.7022022022022022,0.6678238877652538,0.6060739494591861,999,0.03163859985841663
Accuracy Nudge,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Fake6_3,0.09598154117860623,0.6771684945164507,0.5407681234238761,0.6374787940405063,1003,0.03157544889753363
Accuracy Nudge,persona_summary_2025-08-01,persona_summary,Fake6_3,0.09591873730476065,0.6963110667996012,0.5881013448136116,0.004143316210105586,1003,0.03157544889753363
idea evaluation,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,rating8,0.09589207354682565,0.7242333901192504,0.6633502697966202,0.018792202059052347,1174,0.02918542027088895
recommendation systems,persona_summary_2025-08-01,persona_summary,strategization_type1_Netflix,0.09579638327956987,0.5510204081632653,0.17495208026175077,0.9013559929132358,392,0.050507627227610534
context effects,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,choice_target_binary,0.09485275802262323,0.560878243512974,0.968171839887042,0.16072424800508486,501,0.04467670516087703
Accuracy Nudge,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Real5_3,0.09470348249113913,0.6923230309072782,0.6539246944939222,0.06124530459177822,1003,0.03157544889753363
idea evaluation,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,rating2,0.09433066501980845,0.729557069846678,0.7093650087742583,0.10509158627145258,1174,0.02918542027088895
Story Beliefs,random_benchmark,random_benchmark,Achap2_val,0.09424287252883008,0.7076767318992021,1.2427138486698175,0.17488557144604028,251,0.06311944030978031
Obedient twins,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,task 3 - S2,0.09402888398860217,0.7151182151182152,0.6582435556650424,0.28499763627264174,1001,0.0316069770620507
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job1_item3,0.09392045377337893,0.831664998331665,0.15853315540346685,0.12153978578454402,999,0.03163859985841663
infotainment news sharing,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Profile4,0.09379371232399633,0.7838095238095237,0.42348963951887175,0.2079292852633707,300,0.05773502691896257
hiring algorithms,deepseek_2025-08-25,deepseek,job3_item5,0.09379047756543718,0.8408408408408409,0.6574504245861656,0.21661803429754017,999,0.03163859985841663
hiring algorithms,demographics_only_2025-07-31,demographics_only,job1_item8,0.09368574769823056,0.7944611277944611,0.45550077160765917,0.1752933896524349,999,0.03163859985841663
hiring algorithms,persona_summary_2025-08-01,persona_summary,job4_item5,0.09368565482051379,0.83667000333667,0.5167336058282984,0.4546519417537175,999,0.03163859985841663
quantitative intuition,deepseek_2025-08-25,deepseek,I_org_mean,0.09314427979980229,0.8951037205005459,0.5364873487913194,0.28433057700822567,1323,0.02749286996141075
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job4_item3,0.09295794690023652,0.8328328328328328,0.47543149074316443,0.3204400346242025,999,0.03163859985841663
idea evaluation,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,rating1,0.09291813302919107,0.7248722316865417,0.7807916952769296,0.18471259842314658,1174,0.02918542027088895
infotainment news sharing,deepseek_2025-08-25,deepseek,Profile15,0.0925896311377231,0.7195238095238095,0.7706393079450747,0.6797706738836999,300,0.05773502691896257
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job2_item8,0.09256676611917967,0.8084751418084751,0.20395800784704746,0.06495695050659064,999,0.03163859985841663
hiring algorithms,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,job1_item2,0.09233986266589014,0.7607607607607607,0.4950091268025333,0.17989935723763784,999,0.03163859985841663
recommendation systems,gemini_2025-08-27,gemini,usage_Netflix,0.09211307373770332,0.8711734693877551,0.23336453439496113,0.12009931429142959,392,0.050507627227610534
hiring algorithms,demographics_only_2025-07-31,demographics_only,job2_item3,0.09138810415138685,0.8468468468468469,0.3012785846514748,0.03928560467201545,999,0.03163859985841663
hiring algorithms,gemini_2025-08-27,gemini,job4_item6,0.09091413013015302,0.8044711378044711,0.5645211307494974,0.5744265819892164,999,0.03163859985841663
hiring algorithms,with_reasoning_2025-08-01,with_reasoning,job2_item2,0.09073955232208254,0.7265598932265599,0.5256044985279016,0.6366141620845749,999,0.03163859985841663
hiring algorithms,deepseek_2025-08-25,deepseek,job4_item6,0.09060164430574238,0.7944611277944611,0.6694994527611899,0.5927948738551507,999,0.03163859985841663
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job4_item8,0.09057770446845438,0.7866199532866199,0.673704278563622,0.3739738650447902,999,0.03163859985841663
infotainment news sharing,persona_summary_2025-08-01,persona_summary,Profile12,0.09054056924893528,0.7347619047619047,0.6909162933285736,0.3101652397946415,300,0.05773502691896257
Accuracy Nudge,deepseek_2025-08-25,deepseek,Real6_3,0.08980029635930645,0.6253240279162513,0.5811897456111181,0.9065117405473531,1003,0.03157544889753363
